fecha,Carbon,CicloCombinado,Cogeneracion,FuelGas,MotorDiesel,TurbinaGas,TurbinaVapor,ResiduosNoRenov,EmisionesTotal,EmisionesPorMWh
2011-01-01,60383.61,56093.042,0,0,7868.698,608.304,5638.806,834.389,154243.218,0.24706029925726902
2011-01-02,60109.235,42428.998,0,0,8004.911,793.377,6507.919,850.047,144533.993,0.21254213033548927
2011-01-03,94407.316,84837.898,0,0,8365.888,2132.724,7610.614,864.455,232311.894,0.27687088711805313
2011-01-04,109372.271,78843.807,0,0,8357.493,2356.721,7436.203,818.393,242568.461,0.280972650249633
2011-01-05,68354.036,44705.522,0,0,8398.663,1674.49,7328.523,835.749,165656.989,0.19879374381429082
2011-01-06,33920.418,20447.856,0,0,7793.349,668.43,5650.033,847.012,100756.82100000001,0.13973854520445053
2011-01-07,18197.086,29376.424,0,0,8162.878,1803.154,7433.16,912.584,99918.946,0.12881565881514395
2011-01-08,17653.468,26023.442,0,0,8033.579,1116.216,6568.93,928.751,88049.175,0.11821909938275357
2011-01-09,32536.302,36668.548,0,0,7702.689,665.839,5830.197,907.685,112410.589,0.16500016855880328
2011-01-10,62420.478,62660.163,0,0,8222.849,1632.979,7174.168,838.268,177460.93700000003,0.20397240799141012
2011-01-11,66048.848,49488.847,0,0,8141.588,1871.491,7073.867,881.737,167698.923,0.18712208418821913
2011-01-12,82107.798,59876.114,0,0,8030.004,3170.26,6517.562,890.003,194785.804,0.22119435535502285
2011-01-13,87583.903,77420.423,0,0,8090.643,2594.281,7454.659,890.833,218376.003,0.25317126698145354
2011-01-14,91775.135,78494.348,0,0,8238.628,2393.798,7120.83,928.465,224192.896,0.26417672800061925
2011-01-15,71845.18,57729.298,0,0,8082.023,1604.816,6528.159,936.877,175505.277,0.2384637618719809
2011-01-16,66663.241,36960.217,0,0,7761.588,613.921,6128.692,948.338,147506.87099999998,0.21515228241047443
2011-01-17,100331.96500000003,87719.159,0,0,8064.354,1707.655,7718.073,953.726,240371.01100000003,0.28372598884046185
2011-01-18,108825.396,101815.852,0,0,8135.8,2199.771,7377.672,873.689,263364.43799999997,0.2966552597492481
2011-01-19,110272.796,98264.346,0,2.933,8164.747,2356.496,7602.473,833.552,261685.10900000003,0.2942573935733432
2011-01-20,90465.068,76047.09,0,0,8262.096,2095.408,7848.833,895.795,220220.239,0.25290519386981164
2011-01-21,45708.515,48668.064,0,0,8323.075,2609.174,7410.409,885.762,148783.273,0.1686383079008111
2011-01-22,21070.525,36328.266,0,0,8373.899,1217.103,6971.929,878.003,104030.46600000001,0.12753176715601647
2011-01-23,26319.029,41453.202,0,0,8106.606,1011.585,6098.657,897.613,113188.34599999999,0.14658815461845107
2011-01-24,62241.31800000001,73108.325,0,17.192,8577.364,2001.039,6962.705,877.755,188873.19800000003,0.2043274481461591
2011-01-25,84809.81000000001,94576.369,0,17.441,8193.013,2210.866,5113.004,862.12,230833.79100000003,0.24481284121203767
2011-01-26,98730.64,114441.663,0,14.874,8277.057,2649.905,7054.322,839.989,267160.092,0.2828296523180389
2011-01-27,99451.131,116259.438,0,16.096,8404.135,2178.825,7069.969,907.827,269032.842,0.2853978159005222
2011-01-28,96339.045,107222.553,0,9.839,8620.073,1539.035,7123.884,912.252,257069.946,0.2747857386960518
2011-01-29,65430.139,87218.284,0,0,8342.479,2714.393,7598.789,859.429,201785.00800000003,0.2535769016463236
2011-01-30,67508.587,65735.173,0,0,7877.162,756.099,5983.256,873.86,178139.264,0.24172591857395545
2011-01-31,90963.411,92136.258,0,5.884,8174.888,2276.473,6909.188,887.014,236820.114,0.26427598587039447
2011-02-01,100194.831,89474.527,0,2.118,8122.702,1764.318,6558.836,874.49,242354.18099999998,0.2626335685663027
2011-02-02,96786.384,85146.945,0,0.088,8075.99,1178.851,6234.275,839.919,233699.27899999998,0.2530905675488257
2011-02-03,100796.515,93248.676,0,0,7619.194,1983.322,7120.211,905.163,247230.97,0.2761778723606728
2011-02-04,105740.006,96974.098,0,0,7960.526,2107.205,7521.984,898.597,257364.08299999998,0.29321926220108363
2011-02-05,103955.22,80734.407,0,0,8148.648,1204.477,7068.9,856.254,232173.044,0.3013004170670094
2011-02-06,83776.935,76190.911,0,0,7843.533,532.46,5840.094,877.775,204725.731,0.2885374027363585
2011-02-07,110987.148,93329.389,0,0,8298.354,1726.895,7119.138,895.902,257793.869,0.309358041716544
2011-02-08,120273.776,96426.203,0,0,8188.057,1887.89,7279.033,888.226,269555.13,0.3187766190041481
2011-02-09,115623.662,92731.559,0,3.392,8307.755,2273.659,7400.951,899.917,262316.61100000003,0.3078488581388962
2011-02-10,112695.90800000002,91029.838,0,3.48,8134.464,2432.641,7617.866,878.81,257614.41600000003,0.3010454174203858
2011-02-11,112592.096,89341.819,0,0,7868.647,2487.889,7698.431,915.722,256379.648,0.3019384889801922
2011-02-12,103855.043,76589.344,0,0,7884.941,2036.907,7466.796,898.393,227989.86000000002,0.300486160784327
2011-02-13,73876.508,40166.154,0,0,7732.516,1776.347,6915.628,874.826,160109.32,0.2239798890134158
2011-02-14,100399.48599999998,52560.228,0,2.949,8182.153,2939.988,8005.82,824.519,207473.778,0.24026056866377088
2011-02-15,121109.81799999998,69804.69,0,1.199,7756.916,3168.982,8176.997,871.911,246447.83899999998,0.27963082316907223
2011-02-16,101187.74699999997,51055.246,0,0,7510.286,4227.175,7658.733,663.385,207433.83399999997,0.2346411119727593
2011-02-17,85335.24199999998,55643.169,0,6.688,7847.793,3686.818,7291.031,856.864,196344.327,0.2226000606999778
2011-02-18,83434.51699999999,65656.676,0,0,8133.649,3492.286,7582.012,899.525,205200.119,0.23996522522333036
2011-02-19,69969.032,71594.073,0,0,7922.761,3037.327,6986.508,912.064,190348.771,0.25943087615457605
2011-02-20,53198.709,35971.187,0,0,7696.527,1519.27,5715.616,876.71,134560.118,0.19292694039240077
2011-02-21,51202.948,42376.356,0,0,7825.758,2132.726,6849.867,897.798,146371.707,0.17241146626040244
2011-02-22,48675.818,47101.44,0,0,7806.055,2155.899,7268.63,900.143,148674.41600000003,0.17456430872831669
2011-02-23,80250.53,68666.206,0,0,7722.939,2168.391,7674.717,857.41,200413.683,0.24518069864667072
2011-02-24,98633.896,74640.402,0,0,8184.882,2066.597,7566.901,901.531,226729.95799999998,0.279792504665303
2011-02-25,95957.81699999998,68560.327,0,0,7823.331,1608.416,7247.772,879.585,218043.658,0.27655583907366477
2011-02-26,74088.20599999999,35265.203,0,0,7744.346,1431.777,6680.883,896.584,155841.92500000002,0.2186368956217079
2011-02-27,61938.396,19181.611,0,0,7460.804,1213.528,5847.295,879.577,125983.03500000002,0.180802715613755
2011-02-28,80057.266,32834.284,0,0,7823.734,2621.964,7488.649,880.114,167072.12300000002,0.20064479044791422
2011-03-01,102565.794,44338.286,0,0,7861.658,2145.604,7511.142,684.207,201100.766,0.23120306947658884
2011-03-02,100934.41600000003,58261.812,0,0,7845.578,2232.597,7765.579,736.214,213483.93700000003,0.23890827436263248
2011-03-03,114409.78300000002,72671.587,0,0,7797.255,3682.391,8024.45,736.815,242986.78900000005,0.2742733419278717
2011-03-04,121294.027,77298.654,0,0,8127.057,4135.929,7882.539,796.047,255762.47199999998,0.2873302507852743
2011-03-05,63666.762,71719.411,0,0,8050.316,2391.638,7725.592,731.666,184114.839,0.2444465097322198
2011-03-06,70875.82699999999,57724.949,0,0,7782.965,2026.694,7302.163,778.051,176011.96,0.2606648508427052
2011-03-07,81991.181,62067.298,0,0,8356.817,2603.835,7944.894,822.555,198771.99,0.24981319245221872
2011-03-08,74265.12999999999,56496.907,0,0,8346.284,1997.696,7823.048,867.656,184188.66399999996,0.21473981994039834
2011-03-09,92214.425,71723.021,0,0,8587.768,3262.57,8202.423,801.741,219980.02,0.26187972446774554
2011-03-10,103426.174,78900.866,0,0,8388.267,1454.013,7872.372,840.458,236638.58099999998,0.2857716524126714
2011-03-11,100253.297,70689.796,0,0,8488.85,2669.886,7973.709,834.982,226880.558,0.26899182607129946
2011-03-12,93444.471,55536.343,0,0,8203.791,2504.996,8069.48,818.178,197979.00100000002,0.2661470139937588
2011-03-13,95833.77200000003,44739.447,0,0,7881.358,1887.01,7358.436,802.09,187983.29400000005,0.27659773322462494
2011-03-14,108652.998,53105.528,0,0,8087.018,4706.524,7876.14,787.337,218247.76,0.2634255646656447
2011-03-15,118537.771,49237.768,0,0,7948.436,3802.604,8466.105,677.855,223326.507,0.2696851557757909
2011-03-16,90320.95799999998,39836.191,0,0,8315.456,3399.702,8120.602,593.045,186162.064,0.2096140968556258
2011-03-17,107831.004,40916.964,0,0,8130.268,3266.078,7791.478,574.076,204518.27499999997,0.23864794084612115
2011-03-18,114298.873,49789.168,0,0,8137.045,1827.065,7687.204,586.621,218976.37000000002,0.27106338300139493
2011-03-19,91700.32299999997,35472.182,0,0,7972.306,1630.073,7857.733,588.011,175986.19499999998,0.24645369530758077
2011-03-20,92731.24,30890.281,0,0,7556.398,1058.099,6227.908,596.068,169061.593,0.25039076127046467
2011-03-21,117016.09099999999,49490.311,0,0,8113.644,1931.987,7711.185,603.971,220869.13999999998,0.27670760971778513
2011-03-22,86013.63,50578.259,0,0,8071.288,2842.802,7488.086,587.659,191939.66600000003,0.23873649392484905
2011-03-23,81847.75200000001,46584.236,0,0,8206.398,2526.948,7572.343,577.641,182978.974,0.21574991995789905
2011-03-24,82330.67,55681.891,0,3.578,8393.909,2419.82,7813.282,591.957,192580.62900000002,0.225226042242474
2011-03-25,100566.346,71193.648,0,3.404,8378.158,1621.804,7507.672,608.72,225828.128,0.28242634846192544
2011-03-26,81202.368,48128.652,0,0,7729.394,2424.774,6876.604,623.608,175998.82,0.24999739170006646
2011-03-27,38411.688,20697.493,0,0,6821.566,1201.587,5668.74,616.132,100986.958,0.1547514009584094
2011-03-28,88628.64899999999,47534.831,0,0,7517.181,1565.527,7146.305,647.11,187878.08399999997,0.23725886656431955
2011-03-29,115915.281,53556.781,0,0,7465.941,1521.068,7222.75,627.996,221550.76400000002,0.27016286194020905
2011-03-30,109711.05,49248.966,0,0,7478.778,1582.994,7279.729,639.838,211164.95500000002,0.2558030372619865
2011-03-31,111576.638,58134.24,0,0,8005.798,2115.372,7714.219,660.535,223640.576,0.28530749558702617
2011-04-01,92983.753,32997.451,0,0,7861.121,2064.044,7798.728,803.362,179877.297,0.2371633315682893
2011-04-02,79486.48,29673.941,0,0,7618.614,1833.44,7271.798,688.317,156036.819,0.22660047826658516
2011-04-03,65675.207,26635.669,0,0,7319.189,815.641,5761.995,693.738,136041.47600000002,0.2182688716918787
2011-04-04,111129.13299999999,47379.028,0,0,7813.969,1201.376,6652.35,745.21,210084.449,0.2790481479266769
2011-04-05,119759.589,60346.413,0,0,8116.666,1249.269,6314.901,866.372,230895.301,0.29736563037417774
2011-04-06,100467.234,50888.58,0,0,8027.915,2268.678,6343.075,872.537,202941.93099999998,0.26190948589021235
2011-04-07,114716.505,61379.247,0,0,7912.085,1763.435,6111.264,918.958,226842.96100000004,0.2925197142354391
2011-04-08,112283.878,61384.33,0,0,8136.08,1544.473,6357.476,924.488,225125.246,0.2954592726784316
2011-04-09,58078.825,36755.835,0,0,7547.872,1080.176,5799.296,906.105,138139.48500000002,0.2060095571103862
2011-04-10,25004.503,21765.306,0,0,7002.384,1174.211,5503.434,863.951,88482.64,0.13641044953403794
2011-04-11,55727.23,33806.324,0,0,7700.892,2628.251,6508.023,915.683,140764.12999999998,0.18449141008177203
2011-04-12,74604.434,33419.704,0,0,7535.815,3194.805,6917.933,956.262,160440.21099999998,0.20502015939465817
2011-04-13,104429.472,56083.702,0,0,7729.859,2824.932,7539.194,889.314,213823.397,0.27459619762969484
2011-04-14,114976.506,55693.26,0,0,7278.595,3209.012,7880.684,940.664,224326.97699999998,0.2825227652936197
2011-04-15,88923.61,36572.534,0,0,7859.864,1897.621,7989.123,955.186,179680.46199999997,0.233854949222071
2011-04-16,67983.736,25601.966,0,0,7986.355,749.496,6797.355,962.027,139431.557,0.1988792753790211
2011-04-17,66323.648,26357.92,0,0,7593.597,1110.189,6762.026,972.969,138167.23500000002,0.21517925256099119
2011-04-18,90429.945,38744.259,0,0,7981.473,1676.269,7340.709,963.617,182015.76200000002,0.24349425348542914
2011-04-19,98498.555,47743.713,0,0,8327.88,1586.834,7398.457,964.032,199490.428,0.2640546827232413
2011-04-20,71066.071,51620.685,0,0,8112.541,1566.609,7384.921,913.962,175380.37199999997,0.2317681690377534
2011-04-21,56646.784,31630.845,0,0,7896.115,593.787,6286.181,960.13,137102.267,0.20415107286367687
2011-04-22,48635.212,31276.747,0,0,7751.3,289.235,5469.446,923.45,125816.009,0.20347039584305884
2011-04-23,52885.311,44934.742,0,0,7747.765,478.281,5982.63,944.354,140243.495,0.2311326964874296
2011-04-24,40319.993,26852.823,0,0,7497.429,572.538,5139.38,939.837,108383.558,0.18720351819412423
2011-04-25,52634.18799999999,29168.236,0,0,7763.254,1465.256,7111.027,914.678,131792.38700000002,0.20405972781213796
2011-04-26,93315.727,36180.206,0,0,7535.386,1774.659,7587.862,941.165,181342.27300000002,0.24385102597910335
2011-04-27,112376.58699999998,37546.332,0,0,7752.168,2234.193,7722.456,965.959,202893.18300000002,0.27241581405584875
2011-04-28,112833.06700000002,51701.997,0,0,7637.065,1841.83,7159.941,896.949,216479.086,0.2848579273904973
2011-04-29,116794.242,55422.182,0,0,7679.094,1770.184,7618.137,898.148,224741.25999999995,0.2998376236411512
2011-04-30,95856.8,40167.868,0,0,7468.775,722.209,6795.609,836.133,180344.386,0.28114890844587725
2011-05-01,40965.77200000001,31488.416,0,0,6976.762,526.032,5361.413,761.427,112279.93700000002,0.19926990079826581
2011-05-02,65409.314,52239.432,0,0,7691.682,2357.293,6346.762,659.343,167242.41600000003,0.2585743145860052
2011-05-03,81933.052,57494.776,0,0,7816.559,2173.104,6241.963,627.138,189849.98700000002,0.2635962427165323
2011-05-04,110805.53900000002,62722.669,0,0,7758.172,3012.21,5248.585,798.569,223886.76100000003,0.30515303655039083
2011-05-05,122327.528,65466.367,0,0,7765.841,3285.774,5262.396,772.946,238566.616,0.32638273850502125
2011-05-06,87166.346,45662.031,0,0,7724.622,2412.568,6067.008,785.52,183987.319,0.24742387834091079
2011-05-07,57829.675,32123.621,0,0,7670.955,1029.03,6368.091,805.962,134139.364,0.20491858885308473
2011-05-08,56813.001,31851.531,0,0,7109.835,445.681,4810.411,800.969,129713.47099999999,0.2207230080349635
2011-05-09,112534.071,55755.397,0,0,7693.167,1169.992,6253.692,773.881,218129.718,0.3121597660047484
2011-05-10,98147.563,55516.6,0,0,7908.212,1531.334,7647.935,781.611,205797.934,0.27941982905507073
2011-05-11,112882.648,63365.175,0,3.905,7908.076,2110.403,7107.479,665.85,227784.39400000003,0.3006593016625364
2011-05-12,125323.04,60410.242,0,3.984,8044.137,2715.187,6646.733,781.028,237356.65,0.30823393332619964
2011-05-13,120671.616,64491.677,0,0,8115.134,1682.121,6979.32,722.357,236349.927,0.3165031816192529
2011-05-14,53613.043,32693.602,0,0,7810.484,1499.63,6162.019,505.951,129750.443,0.19884562562296704
2011-05-15,17198.229,21730.212,0,0,7561.832,1196.079,5262.509,501.912,81271.371,0.13055278519090477
2011-05-16,42491.208,55498.457,0,0,7445.314,799.482,6941.033,411.251,147298.017,0.21713886898668147
2011-05-17,108902.195,61811.088,0,0,7412.641,1116.152,7305.464,274.96,220240.17400000003,0.30950705655013805
2011-05-18,106116.654,61260.544,0,0,7392.76,1613.069,6977.873,506.83,218072.09699999998,0.2917995262571125
2011-05-19,127238.752,66912.9,0,0,7107.653,2525.236,6506.073,512.009,245017.732,0.3304476408823528
2011-05-20,133554.958,72702.113,0,0,7420.079,1943.839,6564.47,500.411,257076.16200000004,0.35256498338136255
2011-05-21,126104.366,59544.486,0,0,7113.389,1702.124,6513.929,508.427,229574.07100000003,0.35984042052365467
2011-05-22,86950.494,40834.592,0,0,6916.999,599.966,5252.043,504.115,168919.839,0.28620675451973115
2011-05-23,124231.68999999997,66876.317,0,0,7662.519,2194.776,7157.537,457.352,242061.137,0.33448509241104263
2011-05-24,125321.528,65657.344,0,0,7884.712,2105.527,7261.814,471.608,241960.85000000006,0.3155348182600621
2011-05-25,125246.054,76406.912,0,0,7689.834,2330.788,7372.311,481.966,252449.43199999997,0.33232871193007246
2011-05-26,126673.78800000002,77064.046,0,0,7729.159,2928.262,7078.015,435.707,255353.799,0.332800920168929
2011-05-27,118214.46100000002,68240.92,0,0,7974.73,2593.257,7126.942,517.876,238979.45999999996,0.3079264482476649
2011-05-28,114758.534,58337.141,0,0,7961.626,1534.786,6652.135,496.028,217950.907,0.3316480700572203
2011-05-29,91798.461,48505.871,0,0,8116.673,594.933,5519.856,479.796,182656.198,0.305950098352877
2011-05-30,107066.781,77352.881,0,0,8247.559,851.422,4791.849,511.02,232612.60199999998,0.31953440299047337
2011-05-31,101625.074,62160.014,0,0,8363.011,1753.11,5587.117,522.442,214492.37500000003,0.2751160807954023
2011-06-01,95213.236,32110.276,0,0,8094.469,2117.957,5831.477,692.103,178318.37300000002,0.23084809980964532
2011-06-02,87136.702,32756.47,0,0,7955.087,1634.559,5711.912,717.069,170317.59599999996,0.22736220143306926
2011-06-03,105750.136,56540.801,0,0,8275.099,1419.308,5642.789,734.101,213177.726,0.28983576646424475
2011-06-04,111898.25,48692.135,0,0,8160.393,916.015,5071.611,731.756,203605.11000000002,0.3014930729114563
2011-06-05,96961.817,36904.771,0,0,7947.798,1018.147,4468.376,707.147,176136.74199999997,0.2833707635325455
2011-06-06,125320.5,64314.133,0,0,8184.606,2074.5,5318.476,677.534,239834.13600000003,0.3218355712599219
2011-06-07,93221.088,58924.54,0,0,8270.807,1449.31,5517.898,566.164,201952.468,0.26765070802090596
2011-06-08,86214.61899999999,63545.973,0,0,8146.747,948.159,5453.955,640.884,199474.90699999998,0.26191692392562244
2011-06-09,103506.435,77272.949,0,0,8259.714,1098.301,5059.134,647.333,230201.27000000002,0.30426607966811764
2011-06-10,93384.112,73283.376,0,0,8429.923,920.342,5381.445,687.089,216403.78199999998,0.2856876524259401
2011-06-11,81913.928,57909.173,0,0,8208.515,1080.562,4125.774,776.888,182276.61400000003,0.27927844569691646
2011-06-12,48755.086,41906.987,0,0,7999.286,481.352,3709.329,969.133,131469.02000000002,0.22400145597431376
2011-06-13,46237.748,68300.62,0,0,8086.923,1247.9,4470.051,953.127,162495.12900000002,0.23167235330275726
2011-06-14,98249.929,93032.715,0,4.496,8402.556,1319.264,4726.484,1039.251,240007.96199999997,0.30818347243830785
2011-06-15,111093.561,90375.817,0,4.358,8502.75,1817.432,4565.344,1003.339,249993.561,0.31594056893616584
2011-06-16,104143.394,89711.385,0,0,8649.396,1870.065,5772.899,1026.506,243885.60100000002,0.305970352399646
2011-06-17,94683.28099999997,79841.349,0,0,8577.209,1771.779,4950.725,987.324,224147.769,0.27841465735216137
2011-06-18,53295.002,52270.426,0,0,8518.057,1223.335,4789.633,799.904,147791.29200000002,0.2166787806722634
2011-06-19,52310.492,57246.188,0,0,8421.767,713.978,4547.738,801.069,150981.21899999998,0.25062218097452876
2011-06-20,103315.829,91458.923,0,0,8622.156,2485.093,6263.884,788.45,245193.12200000003,0.31058416886702894
2011-06-21,119430.591,99874.996,0,0,8713.258,3423.373,6311.524,817.337,270952.585,0.3243734553934153
2011-06-22,123655.629,95595.146,0,0,9018.428,4114.057,6368.226,824.394,272441.682,0.3244745472697203
2011-06-23,88500.295,75746.073,0,0,8971.604,3070.099,5730.165,822.92,215834.687,0.28485469616566267
2011-06-24,79911.574,64370.395,0,0,8829.327,2172.77,4926.438,835.162,193802.421,0.2586245599328888
2011-06-25,75434.815,63051.8,0,0,8762.468,1530.247,4884.204,881.884,181129.47799999997,0.25856142520644554
2011-06-26,79229.029,53401.361,0,0,8461.086,997.505,4143.942,926.905,172721.153,0.26336790092231577
2011-06-27,115276.70800000001,91466.319,0,0,8779.284,2455.174,6023.686,805.533,255649.08500000002,0.3033300025013039
2011-06-28,135314.345,89258.464,0,0,8611.793,2945.51,6983.486,820.049,274830.45,0.32386211216120236
2011-06-29,117624.581,64118.336,0,0,8829.032,3233.847,6728.21,776.57,232337.63400000005,0.27181761336756344
2011-06-30,100280.464,70447.45,0,0,8813.006,3561.389,7045.909,764.312,222754.94999999998,0.26325614374599166
2011-07-01,115277.16,87285.044,0,0,8745.368,3615.57,7485.139,730.125,254929.36500000002,0.30604720849435596
2011-07-02,122069.252,77210.117,0,0,8809.722,2936.917,7071.593,729.343,244770.02299999996,0.3325131971333395
2011-07-03,114682.666,44248.411,0,0,8113.044,2056.226,4910.932,672.979,200328.52999999997,0.30216774814568836
2011-07-04,149571.964,75435.803,0,0,8444.453,3431.842,6451.517,667.73,276084.56200000003,0.3494749842217019
2011-07-05,169649.573,88380.493,0,0,8374.186,3201.231,5917.384,670.171,308074.60199999996,0.3695661816086322
2011-07-06,170304.088,78843.175,0,0,8582.942,2923.409,6349.03,705.14,299367.4280000001,0.3518899116688199
2011-07-07,165366.81100000002,69792.092,0,0,8601.08,2598.895,6429.385,736.358,285873.444,0.3405030352358616
2011-07-08,162447.055,70175.661,0,0,8434.811,2579.372,5911.276,727.958,283004.11399999994,0.3421768931295884
2011-07-09,151837.021,59131.18,0,0,8565.823,2541.044,5352.825,697.615,254781.135,0.3598556195291478
2011-07-10,129716.492,37741.552,0,0,8233.005,2107.879,4657.333,708.064,209327.17,0.3280907141068127
2011-07-11,162683.62900000002,79725.974,0,0,8872.514,3712.631,6110.009,712.865,293947.64599999995,0.35602613437581104
2011-07-12,159406.20500000002,72922.725,0,0,8991.379,3142.688,6601.967,682.343,283751.014,0.33482452018755726
2011-07-13,150179.52800000002,50998.791,0,0,8971.261,2726.245,6251.461,673.59,252426.132,0.30490850987143836
2011-07-14,163330.48900000003,64820.243,0,0,8592.105,2459.473,6099.218,627.812,279022.592,0.3543310194271473
2011-07-15,174418.29099999997,71831.761,0,0,8633.109,2231.818,6771.901,619.977,297664.704,0.37050723296583693
2011-07-16,151024.12099999998,45097.519,0,0,8604.806,1795.943,5744.925,665.381,239469.389,0.33540142939806616
2011-07-17,86377.049,24793.968,0,0,8365.436,2085.795,5871.51,675.76,154767.861,0.2357643288585203
2011-07-18,133581.036,54927.194,0,0,8816.109,2770.495,7279.278,689.845,240751.30599999995,0.3161767791346174
2011-07-19,104838.707,50286.828,0,0,8948.709,3036.633,7194.394,716.787,207999.25100000002,0.2611293320338353
2011-07-20,144947.997,70739.133,0,0,8795.069,3005.939,7506.994,700.11,269021.549,0.33969367072903756
2011-07-21,151287.248,71537.407,0,0,8863.893,3820.36,7721.639,716.654,277463.703,0.33949420089156235
2011-07-22,146950.67799999999,51680.995,0,0,8781.15,2262.491,7500.512,720.575,251863.51599999997,0.31215958111718795
2011-07-23,79969.75499999999,39634.085,0,0,8319.807,2295.84,6714.345,724.637,165083.591,0.241527312050407
2011-07-24,60854.337,29947.818,0,0,8297.546,1904.622,5919.095,711.042,134431.02599999998,0.21445867022195364
2011-07-25,107466.16200000003,57438.006,0,0,8966.413,3329.794,7281.576,668.181,216522.74000000005,0.29370471112387736
2011-07-26,135411.302,77825.123,0,0,9034.554,2972.313,7299.727,660.451,265802.129,0.3242759104103498
2011-07-27,146193.13,58404.953,0,0,8987.679,3912.298,7708.685,641.565,258241.24600000004,0.31268427740239324
2011-07-28,151114.141,59565.5,0,0,9046.511,4671.033,7535.343,655.058,265398.093,0.3169661350947942
2011-07-29,155897.771,70832.266,0,0,8990.385,4767.312,7390.283,684.964,281725.286,0.34392162137665944
2011-07-30,119705.296,46781.21,0,0,8752.384,3205.36,6208.389,724.884,212593.457,0.29539849083630537
2011-07-31,113119.791,40116.932,0,0,8284.711,2354.885,5111.436,736.46,196404.255,0.3113685356891072
2011-08-01,142304.653,61360.208,0,0,8393.656,4798.795,5564.149,706.474,249466.429,0.3256571730700364
2011-08-02,148165.62399999998,65931.738,0,0,8508.965,4665.697,5754.954,708.902,260433.15399999995,0.33757968557654333
2011-08-03,141199.167,84863.105,0,0,8536.164,3908.228,6049.635,719.795,272267.22,0.3516034804319249
2011-08-04,149432.407,81284.362,0,0,8428.206,3151.764,6319.475,655.803,275793.832,0.3514907587915916
2011-08-05,130033.425,86575.324,0,0,7989.701,3317.106,6013.26,676.378,260873.90399999998,0.33475271604866486
2011-08-06,75968.902,51880.801,0,0,8223.946,2594.255,5326.84,684.141,170283.94400000002,0.24071905146993283
2011-08-07,56762.73300000001,43751.77,0,0,8299.058,2342.517,5364.722,711.124,142505.66400000002,0.2270028228104761
2011-08-08,90950.844,62722.18,0,0,8713.372,2091.143,7052.073,679.694,197870.59799999997,0.26426621250784854
2011-08-09,100758.565,49431.533,0,0,8511.561,2321.25,7574.107,676.334,194527.764,0.2498818417053467
2011-08-10,117391.702,57095.818,0,0,8426.875,2559.623,7474.94,604.912,219323.25900000002,0.28346045610916837
2011-08-11,137692.22499999998,66108.441,0,0,8420.121,2553.645,6803.124,589.764,247742.05099999998,0.3198856845404913
2011-08-12,141930.669,70448.247,0,0,8546.347,2095.467,6840.578,679.142,256537.807,0.3333829595710941
2011-08-13,135417.60100000002,57988.758,0,0,8407.357,1859.618,5818.431,683.494,235013.415,0.3415892287511742
2011-08-14,69437.281,50104.42,0,0,7987.51,1307.318,4988.781,606.156,158786.59399999998,0.2565306061495891
2011-08-15,63338.997,61102.853,0,0,8674.691,1532.261,5504.67,609.022,165299.34100000001,0.2617848253947484
2011-08-16,141769.314,80116.629,0,0,8665.304,2399.969,6907.335,864.112,265655.48300000007,0.3441219051656652
2011-08-17,170563.494,70446.661,0,0,8442.606,3072.459,6968.848,856.516,285203.878,0.3562151822191989
2011-08-18,164361.19,70643.722,0,0,8495.529,3387.549,7045.431,853.415,279263.739,0.3492837903944544
2011-08-19,151185.663,69303.621,0,0,9479.457,2741.83,7251.374,881.613,265533.52300000004,0.3292091216880893
2011-08-20,129815.77299999999,51468.53,0,0,9298.799,2121.553,6196.37,881.11,223601.286,0.30625613713189986
2011-08-21,96266.959,40314.01,0,0,8893.604,1503.705,4927.188,868.795,176811.607,0.26785705607334487
2011-08-22,152345.342,64609.738,0,0,9215.645,3778.786,6287.786,859.198,262042.12199999997,0.3370334818624927
2011-08-23,179484.323,80486.522,0,0,9416.574,3107.727,6468.839,868.837,305051.22599999997,0.3882292273047028
2011-08-24,169770.419,82366.109,0,0,9255.971,3390.491,6441.47,878.97,297462.19599999994,0.37401755701849015
2011-08-25,156688.986,72669.559,0,0,9281.98,3380.882,6767.696,817.974,274952.835,0.33865656175666303
2011-08-26,148176.446,55952.413,0,0,9477.156,4566.266,6218.11,801.116,251415.90399999998,0.3077102946418132
2011-08-27,141887.714,43920.782,0,0,9134.106,3486.599,5216.637,843.759,230410.663,0.3358374653956934
2011-08-28,112184.436,36416.718,0,0,8623.703,2535.122,4128.604,870.361,190243.40600000002,0.29741080685070836
2011-08-29,157379.207,71949.224,0,0,9208.124,3843.079,5641.493,867.538,274705.544,0.35959205061983135
2011-08-30,179586.177,73448.984,0,0,8868.873,4594.489,6937.68,769.902,300837.861,0.37499224759343075
2011-08-31,179695.139,64053.364,0,0,9207.839,4028.52,6415.752,802.369,290828.69800000003,0.36511708047645597
2011-09-01,184302.614,60671.959,0,0,9428.437,4348.382,7794.209,950.449,299105.90200000006,0.37824808761300255
2011-09-02,185299.21400000004,70861.688,0,0,8824.435,3775.407,7577.682,968.211,310375.118,0.3992235785745876
2011-09-03,152133.809,41630.772,0,0,8667.122,2608.256,5839.67,993.143,239634.53800000003,0.34727918922066164
2011-09-04,89703.916,32187.988,0,0,8036.201,2317.9,4723.143,995.622,165698.025,0.26968252897013245
